# z	DM
1.388381	784.033972
4.397134	3955.019783
5.174946	4743.208061
4.881453	3739.819442
2.234210	1572.681151
1.650346	1539.825884
4.201218	4382.226112
2.237392	2383.243404
3.688933	3457.982656
1.666517	1847.849501
4.963051	4136.866702
5.244933	4870.123649
1.281856	1903.959692
2.541157	2406.350957
3.329521	3699.656514
1.451823	1442.194761
1.118079	765.010004
1.289666	537.442448
4.361972	3911.951970
1.642132	1864.629245
2.376802	2360.618176
0.396850	598.348766
1.389748	1470.599735
2.483464	2641.554360
1.755999	1437.033286
4.718615	4489.573928
2.551731	3015.045979
3.653970	3738.423180
2.931886	2471.156700
5.671792	4627.033939
2.254016	2881.219264
1.420351	1919.682605
0.881019	1419.708435
5.441495	4971.065037
0.669951	500.828542
1.838570	1578.098109
0.643236	745.057530
2.356870	2847.862872
0.837415	988.841119
1.128777	1359.798929
3.632195	3830.523960
0.691153	809.344329
3.074259	3470.970739
5.196795	4269.329518
4.327359	4069.572985
2.596203	2252.523122
0.416324	78.159083
5.426316	4793.076752
1.234152	1522.034334
3.984817	4161.588486
1.602337	2014.084104
2.216441	2363.812919
2.017694	1694.712155
4.153241	3737.440084
1.595124	1788.441784
1.097353	787.072489
0.193922	292.706015
0.648366	442.497373
2.823865	2491.565918
5.206048	4119.230561
1.810499	1831.256640
1.855378	1956.880834
1.837745	1873.887410
3.603863	2817.292704
4.536195	4104.508010
1.326049	1957.967269
1.746502	1784.389577
1.370025	1526.435695
3.597170	3137.624682
1.596743	1650.090878
1.776508	2479.570689
5.702703	4802.593480
2.779287	2621.676593
2.255223	2122.369009
1.422526	1251.242032
1.824033	1574.310827
1.175002	1560.440691
1.225052	1266.554724
4.883332	4181.060404
5.105583	4300.659530
4.897519	4502.590289
1.979727	1782.088340
2.766105	2982.964977
2.848927	2621.289169
2.399046	2439.025524
1.670131	2056.495750
1.735761	1125.544393
5.596849	4360.980474
4.270107	3953.642835
2.755697	3010.847857
0.795795	1022.252255
2.132931	1837.113022
2.066204	2357.990792
2.381201	2720.011131
1.778337	1953.055765
4.240162	3567.914988
2.422328	2676.412890
4.989902	4877.876678
5.342304	4581.701050
2.091475	1666.491043
1.400124	1704.851215
4.013418	4209.997353
4.718063	3949.693352
1.051732	878.350265
2.541720	2710.529907
0.350255	413.721640
1.426555	1706.742067
4.489997	3740.712705
2.851487	2679.007104
2.224482	2593.188390
1.934219	1349.305936
0.675870	709.595274
2.457287	2478.073238
5.107449	4894.824370
3.085357	3385.082895
1.825641	2209.312820
3.504232	3421.506289
2.853185	3542.556382
1.915500	1980.744315
1.311356	952.941589
1.828861	1659.181526
2.818532	3127.190419
2.983474	2749.754700
2.120433	1801.911938
2.322971	2947.292747
5.959661	5162.218206
3.621452	3596.262308
1.813623	1754.434257
2.658862	2941.675714
5.027443	4112.943599
1.929337	1991.714804
2.936171	2692.741482
0.863237	428.989872
3.267423	2932.513264
2.422840	2332.971906
3.001130	2423.277993
0.619703	634.749694
0.820757	1062.893990
2.167015	2245.083893
1.344214	1194.562565
3.200594	3408.507890
1.241690	1418.623376
1.155378	1567.037295
3.481090	3771.983517
0.770362	552.946497
1.106427	813.955163
0.902372	1340.906196
1.863791	1804.632316
0.807449	592.181704
2.968884	2757.751219
5.263720	4031.726167
1.554997	1209.634293
0.527078	1023.515512
3.058606	2817.865556
1.706035	1718.407720
2.507178	2433.945936
0.763113	1119.874758
1.863695	1792.801288
4.538935	4165.139314
1.576694	1721.633508
3.152124	2892.520761
3.650959	3262.143052
1.532439	1307.072483
3.784438	3410.041748
2.494140	2388.666763
1.704471	1613.446688
1.306149	1728.428602
1.437945	1385.275498
1.506441	1080.271916
1.824831	1661.700409
4.173202	3046.355665
3.583535	3075.309353
4.744745	4277.304288
1.037789	835.159998
2.937550	2662.217610
1.682386	1710.397713
4.753534	4461.642131
1.651230	1840.513671
4.097296	4077.933056
5.524828	4645.701717
4.871268	3734.571951
5.124279	4215.186442
3.110439	3205.567641
1.969209	1650.571502
1.736431	1719.631467
0.991621	813.318489
1.135057	1336.646359
1.021436	1200.184912
1.685384	1403.435081
2.576792	2550.124546
4.181907	3919.475329
1.442505	1417.463207
1.499642	1752.500092
2.082827	1842.103185
0.355897	345.611976
1.062389	1119.261528
3.575902	3082.960852
1.707940	1447.909106
1.031206	1191.193278
4.513218	4129.587455
3.225751	3436.403493
1.484773	1426.332113
5.107229	4759.527656
5.433931	4956.870812
1.275723	949.371646
4.577759	4382.022883
1.429847	1468.030731
3.314851	3118.773573
1.497930	1320.027320
4.372216	3700.467974
1.292566	1455.872239
0.468962	938.495396
1.076407	1171.351579
2.203188	2065.326014
1.132281	803.062736
2.036509	2064.653685
1.265253	1424.272278
1.648616	1850.065081
5.438918	4717.294842
0.758375	735.710560
2.331254	2937.058377
4.579372	4565.238240
1.910640	1331.028020
5.774616	4544.263860
1.147655	1165.542149
0.564852	699.479139
0.555163	780.804504
2.990626	3309.863892
1.883835	1986.323777
3.051498	2386.120955
5.216231	4632.417014
3.409330	3011.573690
4.142976	4156.532628
1.384888	1184.617105
1.538976	2008.717761
2.202169	2476.668293
0.450956	764.531639
2.201619	2417.105410
3.677524	3267.553170
1.872135	1904.403900
3.083032	3015.615929
1.371121	1233.672762
2.515957	2377.600117
2.482319	3190.351474
2.243114	1942.648073
3.167361	3132.379209
4.703319	4664.573546
4.554770	3196.612494
0.536294	607.244214
0.626065	589.344212
0.879226	1079.096099
4.928747	4411.603830
0.702920	676.922620
2.782918	2342.123495
3.037984	2895.008742
2.825717	2776.673892
3.610674	3622.407611
1.768194	1523.236383
3.511600	3480.622441
3.232288	3003.963745
1.073179	979.325122
2.322682	1956.423502
4.192211	3830.560115
2.317900	1680.405211
2.407036	2631.810745
5.609919	4652.151138
1.369605	1674.069067
3.471502	3693.640550
3.047495	3138.212466
5.591159	4972.301335
2.693151	2589.446365
0.862001	935.935149
5.757521	5073.315746
1.369713	1508.714500
1.540520	1473.106081
1.941221	1947.385274
3.934704	3401.722667
0.273045	459.125900
4.410378	4522.241049
5.559070	4703.647361
3.682307	3237.492120
0.343449	419.640690
5.480541	5104.601095
0.283509	241.393068
3.258380	2813.262835
0.133478	164.841883
1.595356	1686.516710
3.716927	3440.315743
5.313684	4219.734863
0.453363	813.578498
4.267472	3304.935733
2.257462	2384.249588
2.766510	2055.504894
1.992795	1529.611114
1.714653	1668.532181
1.154955	1363.650979
1.809982	1786.050242
4.795484	4893.758197
0.777281	767.230381
5.573501	4613.474921
1.016290	780.075285
0.587988	558.101804
2.581470	2830.183661
5.993068	4126.507167
4.024915	3472.959051
2.037137	1787.443753
4.033290	3392.665605
4.331544	4264.006394
1.351025	1466.553877
0.583109	463.656491
4.979260	5083.967448
1.266165	1027.151792
2.337647	2378.484675
1.301813	1245.299772
1.791995	2069.412269
3.053495	3149.324939
2.599600	2070.896573
5.246701	4548.901485
1.873811	1709.002519
2.138365	2145.619119
0.247695	125.503091
1.531402	2109.515588
3.566516	2716.719551
3.506055	3629.142258
1.130934	1065.687868
5.816779	4232.319810
2.167732	2369.387912
1.433229	1238.706398
3.571376	3428.984315
2.866755	2727.010246
2.178129	2060.161956
4.120080	3490.729776
2.952612	2961.758548
5.609745	4123.016015
4.302692	4225.190453
2.596068	2380.518563
3.080503	3154.377359
2.473151	2406.780589
2.170757	2170.974181
3.213316	3601.536703
1.322522	1248.025784
1.524842	1842.596833
1.245677	1279.194580
2.790202	2944.703249
4.962808	4468.079037
5.541897	4927.548502
1.169364	1213.386753
1.305972	1229.525473
2.284316	2243.822395
2.827413	2370.210883
2.350754	2191.881419
1.571587	1515.976711
3.463187	3225.466542
1.142331	1259.787212
0.791712	1238.951216
1.254442	1130.334281
4.845736	4952.836086
1.229450	1123.612442
2.203035	2542.661772
1.396406	1331.580769
5.094135	4768.092369
4.095972	3754.479348
1.873145	1528.742860
4.147013	4072.778964
5.703764	4520.339684
2.799325	3210.929088
1.285067	1401.910491
1.763243	1809.331237
2.473801	2673.219964
2.778774	2235.406721
4.195822	3806.737986
2.249665	2911.770828
0.565007	732.599172
0.676315	643.100917
4.986471	4970.505586
3.001020	2227.555294
4.096804	4411.578988
3.314644	3270.624244
4.926716	4513.783799
0.390102	359.612764
2.182320	2316.906538
0.970863	1046.439444
2.374016	2048.179116
4.932384	4935.316641
1.962588	1770.765781
0.884425	1187.193302
1.301023	686.751495
2.403587	2609.520839
3.109158	3756.268351
0.134430	79.517870
1.912781	1691.031800
3.096103	3156.771792
3.115297	3108.940244
2.909049	2801.209798
0.383169	667.700487
4.336207	3879.639713
3.725980	3435.495025
1.362280	1254.363858
2.188848	2255.490400
5.302193	4871.308228
2.900144	3455.829381
3.681014	4009.542352
3.581673	3341.453561
2.640384	2758.933589
2.461639	2195.664331
5.207534	4688.963936
2.374117	2152.933266
0.964175	792.138211
2.972932	2752.605045
1.783962	1840.426580
0.577977	257.462025
1.751179	2365.540554
5.595706	4196.135484
3.504616	3547.872280
2.168716	2112.672788
4.837250	4290.025079
2.017633	2342.449920
3.507819	3682.092679
5.300871	4619.313813
0.520075	464.534878
4.652910	4567.169571
1.547885	1829.314296
2.421996	2372.606397
2.907091	2567.396273
1.978104	1985.018454
2.175439	2062.438740
1.522235	1544.292824
3.981174	3034.329564
1.222776	1058.637797
2.640029	2560.065683
2.089090	1751.374690
2.762371	3231.208705
2.599746	3060.234047
1.834521	1642.418230
2.774497	2776.067876
1.642997	2238.155804
1.732884	1743.860801
2.416903	2029.671121
2.064054	2227.879810
4.160386	3859.339799
3.361186	3552.305225
0.759166	959.256022
0.468022	436.290611
2.269569	2133.478338
1.915315	1845.915500
1.089803	1312.793685
1.210795	1066.914265
0.771364	817.038039
0.260368	326.519271
2.972259	3488.282516
1.125626	858.839131
5.832795	4499.073087
1.760004	2139.421760
1.171467	1319.210073
1.300074	1583.731340
3.124024	3522.120742
2.103006	2120.188619
0.388475	95.799032
0.781065	493.229042
1.678875	2166.351475
0.967820	709.529441
0.488832	285.269865
4.826861	3959.318393
3.024910	2655.826053
1.871154	2191.705779
5.868005	4434.121850
5.948312	4573.271619
3.457654	3825.445422
2.536253	2618.390395
2.901409	2535.539629
2.870060	3163.406249
1.443046	1396.877255
2.647013	2792.168008
0.871613	1191.824604
0.712019	397.090798
1.563006	1587.503924
1.490024	1319.566660
3.978807	4398.886284
0.683712	809.143490
0.560403	548.904215
2.063264	2365.960664
3.445441	3415.026295
5.630397	4553.447972
1.562715	1823.692613
0.562936	663.794994
4.241922	3899.154235
3.024309	3139.729496
4.379744	4074.313411
0.643134	462.645010
1.238341	1416.841420
4.936881	4520.128667
4.469251	3624.349079
2.164520	3140.937110
4.611360	3807.106477
3.599361	3180.468045
4.151971	4795.629362
1.353926	1283.692459
1.466660	1483.310261
3.865082	3642.173571
4.504053	3591.465979
3.963549	3658.604573
1.195689	1325.997176
5.115561	3759.606536
5.705465	4563.660038
0.632527	747.113014
4.807331	4403.560541
3.786498	2990.487878
1.190419	1357.310600
1.247460	1403.673449
1.379532	1870.425146
0.563971	220.111014
1.625783	1860.984800
4.147053	3975.538619
1.266479	1236.845843
1.339269	1654.417507
3.564505	4919.902161
3.600752	3424.321968
1.967010	2463.953506
4.382789	4636.941008
1.827344	1862.555755
1.303184	1052.931772
1.365413	1554.334987
1.412501	1174.576260
1.112505	1544.770587
0.882662	1143.638375
1.017084	1062.300343
1.322148	1221.037927
3.842892	4131.821920
0.989560	788.037879
2.150066	2515.059291
1.015651	1525.035769
2.013880	2132.016529
1.036812	586.701889
1.649915	1555.443500
0.844838	924.930983
3.898539	4148.252016
0.589781	873.679233
4.955345	4689.483774
3.776968	3747.804699
2.546947	2794.592515
1.393600	1603.525988
0.795684	880.290802
4.174556	3651.198075
2.760827	3166.260393
2.085661	1750.601974
2.359741	2275.308071
2.013684	1947.022982
2.177121	2356.514983
1.161627	1336.724380
3.258960	3396.952181
1.450622	1459.572586
1.660879	1445.040012
2.331664	2380.215511
5.821920	4881.319407
2.159015	2283.434587
1.107770	976.099009
3.176135	3022.612432
1.241951	1360.581396
4.783324	4042.046765
3.565797	3223.536948
0.663369	197.575396
1.496490	1493.277199
1.582345	1641.983158
4.604881	3993.994980
4.251085	4049.216042
4.577882	4109.143861
5.973613	4327.117655
2.665457	2475.143487
0.674529	658.424717
2.498804	2147.715444
2.445539	2587.117760
2.289943	2414.035309
0.318496	270.454618
0.998189	566.978799
1.230356	1474.411366
4.676662	4513.575407
0.927196	799.987544
2.114484	1947.618788
2.840433	2053.189758
1.382095	1394.268162
1.496965	1579.152141
3.636138	3877.359208
4.117592	3850.748592
3.435678	3474.407974
5.433158	4326.166214
1.527550	1861.257496
5.996691	4355.204510
0.653982	1076.498340
1.482903	1460.360703
2.439357	2646.292310
1.756856	1633.868938
0.987856	1303.740461
3.912338	3160.817369
1.442438	1643.572565
3.039185	2716.891105
3.425555	3174.192957
0.947832	589.999586
0.610727	394.465176
5.687481	4761.605231
3.965069	3416.937425
1.883467	1810.659707
3.548885	3848.970903
3.678039	3545.408024
3.953870	3607.220155
4.171036	3718.762230
2.224340	2079.105769
1.760278	1514.663990
1.875907	1611.986332
2.197656	1971.118351
1.622265	1599.879189
1.205201	1027.238917
3.757150	3770.930492
4.744025	4495.564735
4.686345	4561.705142
1.578060	1846.710938
0.951068	558.804547
2.222708	2480.858378
1.294009	1074.976288
2.200845	2146.502340
2.739112	2392.728265
4.244959	3815.450824
4.016272	3687.746510
0.385519	233.443303
0.735708	420.828883
5.662664	4673.011399
1.638974	1722.213456
4.724436	4261.234714
1.231158	1202.406556
4.501738	4269.666686
0.674108	626.317046
1.045252	1125.474763
4.149745	4120.975526
4.705176	5522.915433
2.370353	2205.548253
1.191098	1348.736193
3.502239	3411.808382
0.903580	1364.255369
3.206805	3159.549225
3.006099	2792.873726
2.247928	2653.088410
2.945200	2418.567036
3.228382	3034.249219
2.694328	2995.535747
0.788356	864.122184
0.693322	752.923108
5.831943	5164.948285
4.213460	3770.133197
1.887481	1988.113898
3.803568	3700.398235
0.037474	72.709125
2.365160	2952.984409
0.112833	83.775787
2.198764	2230.483551
3.631844	3268.003405
2.554712	2343.120609
1.636163	1209.215923
3.933015	3305.004715
3.761542	3698.814301
4.149441	3954.829384
2.820741	1968.270607
3.620199	2981.250016
4.253862	3393.354615
1.983810	1767.440827
2.308248	1939.710186
2.987969	2880.575665
2.316561	2193.957961
0.877604	1106.265980
5.932693	4360.732619
4.791902	4064.516978
4.231099	4172.527873
4.964775	4582.139624
1.396386	1648.070916
3.991288	3166.929780
1.474919	1414.743586
4.776437	4610.411061
1.081874	1258.997718
5.258213	4551.851264
2.175671	2449.191813
1.654536	1459.750167
5.055448	4212.845015
4.186481	3497.816679
3.488502	3545.614375
2.349238	2243.039143
1.660014	1835.647450
1.045525	1087.922081
5.634955	4867.594494
2.224899	2257.884782
4.552521	4219.612322
2.307208	2080.467519
2.636622	2751.827186
2.234273	1763.638628
5.424969	4918.446780
1.226072	1362.408294
0.540782	523.013602
2.755132	2119.931929
1.533375	1279.066970
1.682480	1712.061766
5.351354	5107.891263
5.004679	4612.794675
0.713313	572.106361
5.820357	4787.633579
1.501188	1775.344653
0.763228	953.804585
1.256386	1440.959493
4.443927	4047.788017
4.725552	4302.991374
1.734713	1841.288942
3.001826	2524.478187
1.270140	1390.348151
1.112567	744.105443
5.540006	5203.067912
4.482444	3964.527592
4.994582	4849.759024
4.741034	3935.396548
4.669880	3649.469599
2.259222	2472.127320
3.879310	3471.225956
2.585385	1863.371566
0.630898	503.630595
0.975667	883.114801
1.822110	1581.321027
1.666718	1587.126460
2.765545	3471.186442
1.765198	1957.040944
2.171895	2414.805808
2.038128	2075.023020
1.941982	2454.441627
2.350332	2825.023209
4.408231	3754.989191
2.571291	2499.656314
4.217094	3513.601166
1.188478	1799.458322
2.586355	2432.534668
3.472191	2825.646848
1.867900	1434.136378
4.142931	3785.209736
2.981407	2577.907757
0.255695	312.343300
4.219541	3233.304685
1.107487	1476.241837
4.502272	4862.382448
3.641108	3401.903104
3.458143	2846.663332
3.379099	3363.742633
1.384713	1405.580071
5.862129	3862.023068
2.776218	2439.364244
2.726795	2605.263361
4.100443	3377.644774
0.905698	790.562005
4.550773	4873.766670
2.879948	3064.712933
0.744060	856.243357
2.512024	2461.082818
4.786059	4145.478380
5.041972	4983.422134
3.029911	2902.926579
2.486572	2100.253661
2.397423	2479.289531
1.090398	969.882314
1.150166	1278.456988
3.427741	3706.721611
3.394721	2786.702977
0.157866	259.176913
1.765213	1960.846233
3.549232	3099.611691
0.990709	1462.747827
3.696171	3009.511319
1.832217	2097.292478
5.304576	4563.158209
5.211280	4602.935852
1.198340	936.654885
4.170496	4462.382836
1.725248	1665.795309
1.844707	1907.275501
4.509879	4068.111133
2.443756	2643.754551
3.514484	3597.150872
1.653651	1358.760198
3.925291	3805.651204
3.592151	3111.278678
5.484816	5195.926329
1.175821	1417.368338
1.367883	700.580694
5.928113	4752.820639
3.036206	3035.293242
0.973998	870.912012
3.626195	3358.233071
1.099232	997.839156
2.404585	2216.232533
5.429083	4880.246427
2.439873	2493.379899
2.851530	2155.739501
2.073367	2363.284998
4.144971	3467.577258
1.188558	969.699183
2.446746	3531.748490
1.773743	1492.349756
4.488191	4226.148484
2.189823	2381.956530
1.318703	1301.121390
4.839908	4464.709468
2.571545	1896.339259
4.368908	3942.591952
1.893750	1948.439838
5.504107	4671.085176
3.319413	3005.452571
5.468943	4897.960350
1.480907	1741.384484
2.849899	2656.923066
1.132250	1462.682252
0.606950	448.829389
1.020845	884.436688
3.635191	3855.877751
4.589595	4111.950552
0.664530	803.712988
1.811235	2541.539971
2.482954	2921.961677
2.188929	1909.268437
0.664353	801.556941
1.499812	1873.739984
2.193988	2005.122373
0.464275	468.881245
2.660968	3020.973669
3.631785	3693.468086
1.232425	805.934605
2.290989	2339.205729
2.087164	2860.222877
1.692107	1863.296160
3.463485	2751.353864
3.810586	3334.279009
1.431490	1389.031308
5.873571	4703.371071
2.279071	2109.703960
5.550384	4242.227384
0.780162	400.084683
4.352816	3842.647988
2.754175	2799.445154
5.474708	5168.107748
3.103828	2949.593971
3.317539	3987.880364
3.072014	2968.923457
1.093372	865.964075
2.898979	2808.934863
1.977888	2170.611226
3.541896	3362.177877
1.735289	1604.391323
3.725152	3500.018906
5.519908	4802.539196
0.908874	497.430953
2.534665	3152.128422
3.112803	3154.989199
2.000687	2438.633224
4.133892	4213.338654
4.737414	4358.892023
2.542474	2428.945684
2.161563	1968.136628
3.611644	3458.294004
0.913248	1161.771843
2.863213	3425.017372
1.391056	1868.331442
5.464226	5272.073645
2.782246	2391.742014
4.780512	4669.688710
1.543089	1932.035690
2.445449	2390.891415
1.290866	1291.940740
3.927745	3716.462699
2.270207	2336.773318
1.003378	1144.012950
1.124037	835.021766
3.906896	3952.846677
0.785452	764.072259
2.284510	2755.243327
1.439836	1860.497651
5.144846	5268.995638
1.339766	1654.784569
1.099740	1557.473092
2.166510	2672.901790
3.240028	3052.485236
3.340674	2671.296292
3.090368	3106.308495
1.654809	1820.938939
0.453333	464.601301
3.155942	3272.979464
4.912195	4669.637251
1.646230	1241.619271
1.038063	1004.874488
1.585252	1772.234229
2.629572	2645.286895
3.839201	3888.221771
3.286481	2766.791008
2.674429	2408.792795
4.699031	3562.376099
3.843145	4060.214424
1.217672	1723.974677
3.615941	3771.459085
1.436944	1713.794635
5.832110	4150.783111
1.517427	1513.973015
0.701258	508.091347
3.032203	3333.222612
2.981837	3185.053325
3.783993	3557.788791
4.131730	4152.360502
5.676238	4686.245570
3.808434	3562.580463
4.493453	3367.430531
5.270623	4121.800430
1.426637	1670.562423
1.166329	1172.738615
2.602758	2221.912501
1.814788	1580.399015
0.548847	381.518425
4.193446	3151.675852
1.305901	1061.570099
2.166027	1961.946374
3.873666	3996.491115
2.757308	2497.069502
5.748940	4401.198835
4.358463	3937.050027
4.346932	4061.006133
4.047465	3718.552383
3.710339	3815.123482
2.760775	2618.031186
3.881673	3332.697237
2.880462	2886.836970
2.083645	1851.719762
2.497559	2372.300098
2.575151	2543.099314
5.815041	4781.858217
2.313916	2658.275339
3.844788	3564.589005
2.822227	2688.461203
2.254700	2114.995002
4.758772	3865.005287
3.169436	3385.680839
4.408668	4116.297235
5.042610	4658.901740
3.396310	3840.027888
1.217015	1256.367876
4.510828	4312.803123
0.812351	676.148722
0.923462	1008.107341
2.089626	2548.560952
0.606507	610.917697
0.591552	564.398897
5.901119	4351.717555
3.423943	3715.797513
3.916307	3463.084377
4.603567	3891.543022
0.536474	476.506184
2.064225	2845.089385
4.487405	4085.785532
3.748519	3423.698272
0.925151	666.779395
5.290095	4052.526630
4.337166	5239.623466
1.958243	1715.430720
5.255309	4363.345900
4.129059	3523.019411
1.001808	764.452672
1.874811	2075.979413
1.907686	1871.056951
5.265344	4783.503512
2.229838	2471.380724
2.417145	2340.077148
1.080104	681.882987
1.454637	1175.875572
1.509231	1608.440975
4.387915	3637.456089
1.960377	2549.234093
1.838842	1754.200629
2.643104	2681.033516
1.421334	1627.766534
0.567048	605.501498
2.589668	3229.577521
1.870465	2228.735680
2.227679	2346.834256
3.179290	2582.029481
4.642045	4237.899705
1.674536	2625.825899
4.717185	3922.295569
3.027826	3291.481480
5.297100	4501.824170
2.637191	2642.785368
3.750584	3540.472070
0.534031	747.170538
0.641947	787.553418
0.775230	749.705161
4.608037	3532.175232
1.104214	1347.125157
1.198403	1161.041000
0.664645	1109.066443
4.585343	4665.232628
0.775636	944.263548
3.275794	2833.401911
1.795954	1471.409766
1.544007	1677.619791
4.226450	3787.967635
1.802267	1209.553462
0.463423	435.521696
1.229918	1013.758082
2.058039	1971.056939
0.867078	984.827234
0.856207	985.279814
1.250103	1140.898445
2.559013	2347.000404
3.452963	3539.936699
3.178212	2389.772883
0.220438	159.922523
2.154234	1880.349814
2.110608	1840.377302
1.305132	1424.589120
2.826188	3034.508659
1.426792	1974.726329
5.865721	4638.021368
3.369151	3151.690400
5.069711	4658.373460
0.646829	729.376344
1.885495	1796.605093
0.759682	386.858584
3.018341	2677.383218
1.025951	1545.457454
1.527847	1443.163915
2.405273	2047.970476
5.391374	4317.569149
5.312763	4934.330844
2.313543	2552.657965
1.918410	1936.077942
1.721868	2107.548448
5.517606	4738.934147
3.683031	3481.283913
2.636655	2576.187188
0.801737	1295.597889
1.027083	1323.666266
4.514498	4192.918075
5.551087	5230.611884
4.141568	3758.240368
2.080037	2597.454238
1.368031	1548.293089
0.975165	932.492395
1.032213	1511.015205
1.831335	1846.498603
3.680239	3290.326013
3.518341	3224.369974
2.137770	2279.929535
1.865397	2586.139087
1.931779	2661.039919
4.083341	3953.254011
0.993072	1204.370967
0.976220	1145.138057
0.853561	854.668526
5.046498	4298.598830
0.672143	707.663850
3.299289	3672.749733
2.291327	2260.217488
0.936276	1398.342677
2.119768	1799.879138
1.538029	1800.544442
2.179392	2363.927431
4.869146	4134.350499
1.200299	1390.737631
1.555606	1711.201906
4.240427	4136.834459
2.913668	2942.072681
1.122278	1309.572729
5.189219	4232.887703
2.324120	2303.473238
5.367032	4631.564660
0.391269	206.748036
2.029747	2099.960074
2.087738	2023.428688
1.632344	1267.963258
1.442868	1572.353390
1.252650	831.230028
2.849041	2436.628178
5.318399	4332.440533
3.642509	3327.437902
1.481749	1664.417754
2.689435	2719.154918
3.346707	3754.923298
2.384682	2253.704632
2.808880	3020.141227
2.775930	3124.961048
3.393609	3092.001062
2.102013	2062.245509
3.556902	3683.637350
4.727870	4381.651864
1.520724	1386.466519
1.599649	1926.765848
1.863966	1421.198697
1.224738	1411.993584
5.588574	5058.386032
2.335233	2152.129254
1.607153	1921.172169
2.842417	2991.856329
3.881900	3775.091124
1.680324	1546.731234
1.130386	969.810228
5.436622	4324.984128
5.936072	4334.424661
1.499355	1412.542152
2.297743	2190.587232
0.463714	403.854225
4.170994	3869.214377
0.532870	328.919965
3.844182	3799.986493
1.498095	2125.874767
5.255306	4667.431688
1.396976	1693.984265
5.988696	4303.962228
0.985207	1146.073886
4.888541	3664.609745
1.077877	953.439360
4.264967	3641.537431
1.557149	1753.260068
2.141231	1753.370321
2.477315	2142.976932
4.915214	4517.002513
1.102359	1418.532436
5.371152	4966.985721
1.268881	1429.757433
3.134258	3246.294240
3.462954	3131.089460
4.247371	3901.842672
5.727097	4777.349847
0.651077	755.770983
3.927341	3580.304549
1.884063	2451.409396
3.417551	3330.444957
1.495286	1563.618424
5.348445	5104.087564
3.718935	3426.970677
2.006749	2061.878420
5.581750	5157.772496
3.963698	2894.735527
3.496133	3551.696482
4.277114	3967.396736
3.112882	3187.615755
2.266630	2179.841474
1.528566	1023.808500
0.855776	869.008319
1.989892	2080.903465
2.250727	2529.757231
5.343872	4719.632525
2.952147	2642.359657
0.600427	676.144182
0.433610	314.016885
4.395206	3563.749008
2.809860	3025.219212
2.666869	2414.774501
1.793309	1776.103056
3.512343	3563.238667
4.324383	4292.293051
4.875388	4226.922758
2.137826	2193.392564
0.761593	657.697689
4.615198	4351.799843
3.300420	3921.256821
3.501902	3045.208349
5.344890	4567.980657
1.324860	1594.720970
4.145226	3765.821637
2.090446	1900.860490
5.287443	3917.274926
1.682599	1763.803335
2.731903	2596.977034
3.195133	3259.925727
0.546691	680.864238
3.079614	3007.212322
3.362270	2399.695498
4.288112	4357.329729
1.681546	1473.013614
3.521695	3738.488766
4.230736	4158.790129
4.223327	4281.353275
1.361824	1122.319382
5.465340	4575.591158
3.573952	3232.356527
3.357859	3471.124265
4.157935	4268.503678
3.959454	2976.833493
1.259272	1117.355885
2.875926	2556.220721
4.193653	4192.234974
3.230692	3152.112439
2.747225	2015.515343
1.488037	1640.059559
3.912250	4029.764837
0.620817	774.867927
3.328699	2797.314474
3.858209	3118.946571
5.169690	4820.738582
3.643904	3984.700081
2.484958	2112.231459
1.204897	1354.542338
1.954248	1727.747976
0.811306	769.590167
2.127102	1716.125960
1.024199	1362.268862
1.041866	917.590503
1.202769	1117.175985
3.401866	3149.272343
1.565190	1853.524731
3.283588	3543.460733
4.012166	4083.160287
5.466750	4319.162142
0.764796	1110.773491
0.392272	427.854238
2.062731	1899.898912
1.039585	956.753567
1.343814	1674.504396
5.587455	4093.826694
5.976492	5344.380996
5.815737	5011.783054
4.998790	4528.110927
5.767105	4475.132940
1.155449	949.885068
0.484756	583.678202
1.725790	1647.102367
2.698193	2238.953412
2.203231	1921.403760
5.881342	4167.906080
1.222201	1766.131277
1.242057	1282.717084
4.192789	4021.811060
2.036963	1858.592434
2.175533	2368.928993
3.267110	3456.093911
4.541144	3798.001292
5.998545	5212.168719
5.827986	5234.595961
4.477077	4167.811854
1.057288	685.333375
1.017246	969.611402
3.571149	3329.063180
2.668725	2800.356448
4.192311	4270.238273
1.115884	1171.204473
5.268782	4440.519917
0.405283	422.887785
1.192699	891.461829
2.330912	2531.705210
5.542646	4718.429978
4.482786	3748.728692
3.339231	3490.261613
3.992655	3888.021490
1.653875	2154.178275
3.324588	3021.130305
4.512792	3894.090074
3.221000	2673.224064
4.445075	4380.252957
3.745270	3336.102264
1.797233	1554.985588
3.265431	3547.870120
2.332351	1994.509268
4.899040	4153.529668
1.034546	1422.476070
5.266105	4059.428859
2.098883	2359.756376
2.187906	2021.637289
4.045498	4114.937186
1.705703	1976.238538
0.974953	847.635205
4.361099	4284.143659
2.933035	2878.871973
5.331460	4419.342647
4.646453	4554.330819
0.789262	906.002218
3.892400	4076.738440
1.580676	1332.515120
2.810527	2756.934461
1.877850	1724.339192
4.208926	3721.621708
4.804129	4094.235522
2.148304	2055.043337
1.413346	1763.277294
1.810167	1422.232816
1.384363	1353.497236
3.392753	2904.602061
1.408016	1524.739378
4.871327	4742.371291
1.281718	1900.589663
0.566907	320.074242
4.639990	4701.257846
1.843669	2126.775226
