# ra_cadidates 	 dec_candidates
1.077569	-0.020174
-2.909866	-0.140390
2.016908	-0.148528
0.908988	-0.077197
1.606605	-0.156344
-0.224900	-0.160811
-2.676914	-0.192497
-0.688323	0.021895
0.086138	-0.075881
1.303704	-0.152657
1.093676	-0.019646
0.173753	-0.077888
-0.197390	0.027130
0.524243	-0.179536
-0.647230	0.011330
1.213010	0.006747
2.449565	-0.198411
0.194112	-0.111412
2.235848	-0.071566
-0.572709	0.036294
-1.101043	0.041384
-0.358139	-0.006188
0.731373	-0.015362
-2.278660	-0.065369
2.114628	-0.166959
-1.697645	-0.097668
0.125195	-0.059498
1.948807	-0.025985
0.277221	-0.097284
2.912361	-0.189731
0.672607	-0.074781
-2.024344	-0.140136
2.137318	0.005392
2.694986	-0.060534
-1.691266	-0.024688
1.503060	-0.126714
-1.644475	-0.022359
-1.160571	-0.197983
0.404414	0.057068
2.937899	-0.144416
-0.856788	0.052680
-1.313270	0.032536
0.719996	-0.080213
2.286322	-0.072291
1.255076	-0.179261
-0.028377	-0.189762
0.216378	0.041680
-2.571858	0.019445
2.515625	-0.005539
-1.794465	-0.202102
-2.243135	0.042351
1.790025	-0.190967
1.174412	0.002541
1.373664	-0.175842
0.382713	-0.205906
-2.085189	-0.068160
2.277985	0.051098
1.211547	-0.146907
-0.038418	-0.000457
0.110305	-0.024391
0.991625	-0.146409
-0.957069	-0.118388
-2.710360	0.027753
-0.180229	-0.177891
1.477919	-0.115829
-0.223252	-0.161806
1.986238	-0.043532
1.664925	0.034965
-0.324501	-0.115819
-2.797318	-0.028089
2.774137	0.012932
1.104246	-0.119919
0.106440	-0.052888
-2.637079	-0.027382
-3.075708	-0.136543
1.657522	-0.113773
-1.760941	-0.180418
-0.201462	-0.126808
0.691408	-0.142663
-2.604832	-0.185507
0.215728	0.004512
-1.761179	-0.023066
-2.692126	-0.005341
-0.721371	-0.161576
-0.253955	-0.050478
-2.901482	-0.204184
2.023308	-0.009512
2.713504	-0.152997
-0.852108	-0.102857
-1.781154	-0.046613
0.524654	0.031019
-2.257414	-0.134930
3.043523	0.048576
-0.437346	0.040958
1.708698	-0.027052
1.753450	-0.165409
2.855904	-0.077172
0.939697	-0.054896
1.136946	0.025651
1.908521	-0.197535
1.786739	-0.096016
-1.289688	0.035561
-1.999731	-0.194206
1.501411	0.043191
-0.243902	-0.200397
